Date,State,Region,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplaces,Residential
2020-04-11,Florida,Osceola County,-58.0,-29.0,-47.0,-61.0,-51.0,19.0
2020-04-11,Florida,Palm Beach County,-49.0,-21.0,-70.0,-60.0,-41.0,18.0
2020-04-11,Florida,Pasco County,-40.0,-15.0,-47.0,-32.0,-34.0,13.0
2020-04-11,Florida,Pinellas County,-49.0,-18.0,-35.0,-42.0,-39.0,15.0
2020-04-11,Florida,Polk County,-40.0,-15.0,-43.0,-36.0,-37.0,14.0
2020-04-11,Florida,Putnam County,-29.0,4.0,-37.0,,-33.0,10.0
2020-04-11,Florida,Santa Rosa County,-23.0,-2.0,0.0,,-28.0,12.0
2020-04-11,Florida,Sarasota County,-55.0,-28.0,-66.0,-31.0,-42.0,14.0
2020-04-11,Florida,Seminole County,-47.0,-17.0,-33.0,-75.0,-43.0,16.0
2020-04-11,Florida,St. Johns County,-49.0,-2.0,-63.0,-46.0,-42.0,14.0
2020-04-11,Florida,St. Lucie County,-40.0,-9.0,-24.0,-53.0,-34.0,14.0
2020-04-11,Florida,Sumter County,-54.0,-16.0,-41.0,-46.0,-36.0,11.0
2020-04-11,Florida,Suwannee County,-34.0,0.0,-23.0,-45.0,-22.0,15.0
2020-04-11,Florida,Taylor County,-38.0,2.0,,,-22.0,
2020-04-11,Florida,Union County,-42.0,-11.0,,,-42.0,
2020-04-11,Florida,Volusia County,-44.0,-13.0,-32.0,-42.0,-38.0,12.0
2020-04-11,Florida,Wakulla County,-22.0,-17.0,-10.0,,-24.0,17.0
2020-04-11,Florida,Walton County,-50.0,-23.0,-49.0,-34.0,-31.0,10.0
2020-04-11,Florida,Washington County,-31.0,8.0,,,-28.0,
2020-04-11,Georgia,Total,-40.0,-5.0,3.0,-53.0,-36.0,13.0
2020-04-11,Georgia,Appling County,-44.0,-20.0,,,-16.0,
2020-04-11,Georgia,Atkinson County,-55.0,8.0,,,-37.0,
2020-04-11,Georgia,Bacon County,-21.0,-27.0,,,-39.0,
2020-04-11,Georgia,Baldwin County,-38.0,-11.0,,,-31.0,16.0
2020-04-11,Georgia,Banks County,-39.0,,,,-19.0,
2020-04-11,Georgia,Barrow County,-32.0,2.0,,,-31.0,12.0
2020-04-11,Georgia,Bartow County,-41.0,7.0,126.0,-28.0,-33.0,10.0
2020-04-11,Georgia,Ben Hill County,-41.0,1.0,,,-20.0,
2020-04-11,Georgia,Berrien County,-42.0,-13.0,,,-27.0,
2020-04-11,Georgia,Bibb County,-44.0,-3.0,-6.0,-31.0,-30.0,11.0
2020-04-11,Georgia,Bleckley County,-46.0,8.0,,,-52.0,
2020-04-11,Georgia,Brantley County,-69.0,-7.0,,,-27.0,
2020-04-11,Georgia,Brooks County,-50.0,-16.0,,,-18.0,
2020-04-11,Georgia,Bryan County,-44.0,-2.0,-19.0,-39.0,-36.0,24.0
2020-04-11,Georgia,Bulloch County,-42.0,-14.0,-31.0,,-31.0,21.0
2020-04-11,Georgia,Burke County,-35.0,-17.0,-2.0,,-39.0,
2020-04-11,Georgia,Butts County,-47.0,-9.0,,-24.0,-30.0,-1.0
2020-04-11,Georgia,Camden County,-34.0,12.0,-17.0,-38.0,-31.0,20.0
2020-04-11,Georgia,Candler County,-67.0,-28.0,,,-38.0,
2020-04-11,Georgia,Carroll County,-32.0,5.0,0.0,-26.0,-27.0,10.0
2020-04-11,Georgia,Catoosa County,-42.0,3.0,-21.0,,-29.0,22.0
2020-04-11,Georgia,Charlton County,-49.0,-9.0,,,-38.0,
2020-04-11,Georgia,Chatham County,-51.0,-19.0,-28.0,-45.0,-43.0,13.0
2020-04-11,Georgia,Chattahoochee County,-61.0,-38.0,,,-51.0,
2020-04-11,Georgia,Chattooga County,-30.0,-5.0,,,-35.0,
2020-04-11,Georgia,Cherokee County,-36.0,-7.0,134.0,,-35.0,13.0
2020-04-11,Georgia,Clarke County,-51.0,-14.0,-25.0,-25.0,-39.0,13.0
2020-04-11,Georgia,Clayton County,-29.0,-4.0,-10.0,-82.0,-36.0,14.0
2020-04-11,Georgia,Clinch County,,-2.0,,,-32.0,
2020-04-11,Georgia,Cobb County,-47.0,-8.0,-34.0,-29.0,-41.0,15.0
2020-04-11,Georgia,Coffee County,-40.0,-1.0,,,-27.0,18.0
2020-04-11,Georgia,Colquitt County,-34.0,1.0,,,-24.0,15.0
2020-04-11,Georgia,Columbia County,-37.0,3.0,4.0,-34.0,-38.0,12.0
2020-04-11,Georgia,Cook County,-36.0,-2.0,,-42.0,-24.0,
2020-04-11,Georgia,Coweta County,-44.0,1.0,,-21.0,-34.0,13.0
2020-04-11,Georgia,Crawford County,,,,,-24.0,
2020-04-11,Georgia,Crisp County,-32.0,-21.0,,-20.0,-22.0,
2020-04-11,Georgia,Dade County,-52.0,-23.0,,-32.0,-30.0,
2020-04-11,Georgia,Dawson County,-48.0,-11.0,6.0,,-32.0,0.0
2020-04-11,Georgia,DeKalb County,-43.0,-7.0,26.0,-36.0,-43.0,16.0
2020-04-11,Georgia,Decatur County,-23.0,-12.0,,,-26.0,-3.0
2020-04-11,Georgia,Dodge County,-42.0,-18.0,,,-23.0,
2020-04-11,Georgia,Dooly County,-59.0,-28.0,,-40.0,-40.0,
2020-04-11,Georgia,Dougherty County,-47.0,-16.0,-33.0,-46.0,-34.0,14.0
2020-04-11,Georgia,Douglas County,-35.0,-6.0,8.0,-14.0,-37.0,14.0
2020-04-11,Georgia,Early County,-57.0,-29.0,,,-44.0,
2020-04-11,Georgia,Effingham County,-23.0,9.0,,,-33.0,21.0
2020-04-11,Georgia,Elbert County,-23.0,-21.0,,,-24.0,
2020-04-11,Georgia,Emanuel County,-36.0,5.0,,,-17.0,
2020-04-11,Georgia,Evans County,-38.0,-22.0,,,-37.0,
2020-04-11,Georgia,Fannin County,-47.0,-29.0,66.0,,-35.0,
2020-04-11,Georgia,Fayette County,-36.0,-6.0,70.0,,-37.0,15.0
2020-04-11,Georgia,Floyd County,-34.0,7.0,28.0,,-29.0,10.0
2020-04-11,Georgia,Forsyth County,-41.0,-22.0,68.0,,-38.0,15.0
2020-04-11,Georgia,Franklin County,-52.0,-13.0,-17.0,-38.0,-30.0,
2020-04-11,Georgia,Fulton County,-54.0,-15.0,-38.0,-49.0,-44.0,16.0
2020-04-11,Georgia,Gilmer County,-38.0,-28.0,,,-28.0,2.0
2020-04-11,Georgia,Glynn County,-45.0,-15.0,-9.0,-50.0,-38.0,11.0
2020-04-11,Georgia,Gordon County,-37.0,2.0,,-32.0,-38.0,21.0
2020-04-11,Georgia,Grady County,-42.0,-13.0,,,-25.0,-1.0
2020-04-11,Georgia,Greene County,-41.0,-27.0,,,-30.0,
2020-04-11,Georgia,Gwinnett County,-45.0,-8.0,36.0,-31.0,-41.0,16.0
2020-04-11,Georgia,Habersham County,-36.0,11.0,,,-36.0,20.0
2020-04-11,Georgia,Hall County,-36.0,-8.0,85.0,-17.0,-34.0,12.0
2020-04-11,Georgia,Hancock County,,-17.0,,,-42.0,
2020-04-11,Georgia,Haralson County,-69.0,26.0,-35.0,-31.0,-28.0,8.0
2020-04-11,Georgia,Harris County,-35.0,0.0,0.0,,-29.0,13.0
2020-04-11,Georgia,Hart County,-32.0,-11.0,,,-29.0,
2020-04-11,Georgia,Heard County,,-15.0,,,-47.0,
2020-04-11,Georgia,Henry County,-39.0,4.0,-6.0,,-38.0,15.0
2020-04-11,Georgia,Houston County,-42.0,-9.0,-8.0,,-34.0,12.0
2020-04-11,Georgia,Irwin County,,-14.0,,,-48.0,
2020-04-11,Georgia,Jackson County,-53.0,-16.0,,-19.0,-22.0,20.0
2020-04-11,Georgia,Jasper County,-47.0,-13.0,,,-23.0,
2020-04-11,Georgia,Jeff Davis County,-41.0,-18.0,,,-23.0,
2020-04-11,Georgia,Jefferson County,-42.0,-13.0,,,-21.0,
2020-04-11,Georgia,Jenkins County,-42.0,-17.0,,,-43.0,
2020-04-11,Georgia,Johnson County,,-13.0,,,-42.0,
2020-04-11,Georgia,Jones County,-37.0,-14.0,,,-35.0,8.0
2020-04-11,Georgia,Lamar County,-49.0,-14.0,,,-39.0,
2020-04-11,Georgia,Lanier County,-62.0,-15.0,,,-47.0,
2020-04-11,Georgia,Laurens County,-40.0,-10.0,,-27.0,-25.0,17.0
2020-04-11,Georgia,Lee County,-39.0,-24.0,,,-34.0,11.0
2020-04-11,Georgia,Liberty County,-32.0,-5.0,-22.0,-30.0,-32.0,11.0
2020-04-11,Georgia,Lincoln County,,,,,-37.0,
2020-04-11,Georgia,Long County,,,,,-27.0,
2020-04-11,Georgia,Lowndes County,-42.0,-10.0,-33.0,-41.0,-29.0,11.0
2020-04-11,Georgia,Lumpkin County,-38.0,16.0,,,-33.0,6.0
2020-04-11,Georgia,Macon County,-59.0,-16.0,,,-38.0,
2020-04-11,Georgia,Madison County,-56.0,4.0,,,-29.0,8.0
2020-04-11,Georgia,Marion County,,-9.0,,,-39.0,
2020-04-11,Georgia,McDuffie County,-17.0,-2.0,,-41.0,-27.0,
2020-04-11,Georgia,McIntosh County,-59.0,-9.0,,,-32.0,
2020-04-11,Georgia,Meriwether County,-45.0,-7.0,,,-31.0,
2020-04-11,Georgia,Miller County,-58.0,,,,-40.0,
2020-04-11,Georgia,Mitchell County,-34.0,-28.0,,,-29.0,
2020-04-11,Georgia,Monroe County,-39.0,-3.0,-2.0,-60.0,-35.0,-2.0
2020-04-11,Georgia,Montgomery County,,-5.0,,,-37.0,
2020-04-11,Georgia,Morgan County,-30.0,-18.0,,-34.0,-33.0,
2020-04-11,Georgia,Murray County,-29.0,3.0,,,-39.0,19.0
2020-04-11,Georgia,Muscogee County,-44.0,-1.0,12.0,-62.0,-31.0,11.0
2020-04-11,Georgia,Newton County,-24.0,10.0,-8.0,,-35.0,13.0
2020-04-11,Georgia,Oconee County,-47.0,-27.0,,,-32.0,0.0
2020-04-11,Georgia,Oglethorpe County,,-12.0,,,-34.0,
2020-04-11,Georgia,Paulding County,-33.0,-10.0,-47.0,,-36.0,13.0
2020-04-11,Georgia,Peach County,-40.0,-7.0,,-38.0,-33.0,7.0
2020-04-11,Georgia,Pickens County,-23.0,8.0,,,-31.0,9.0
2020-04-11,Georgia,Pierce County,-61.0,-23.0,,,-19.0,
2020-04-11,Georgia,Pike County,-54.0,-11.0,,,-34.0,
2020-04-11,Georgia,Polk County,-16.0,-3.0,,,-33.0,18.0
2020-04-11,Georgia,Pulaski County,-65.0,-26.0,,,-42.0,
2020-04-11,Georgia,Putnam County,-33.0,-9.0,,-59.0,-24.0,
2020-04-11,Georgia,Rabun County,-52.0,-20.0,11.0,,-31.0,
2020-04-11,Georgia,Randolph County,-64.0,,,,-56.0,
2020-04-11,Georgia,Richmond County,-44.0,-4.0,-4.0,-35.0,-34.0,12.0
2020-04-11,Georgia,Rockdale County,-35.0,13.0,-4.0,,-36.0,14.0
2020-04-11,Georgia,Schley County,,,,,-51.0,
2020-04-11,Georgia,Screven County,-67.0,-21.0,,,-44.0,
2020-04-11,Georgia,Seminole County,-31.0,-16.0,,,-38.0,
2020-04-11,Georgia,Spalding County,-28.0,1.0,,,-30.0,19.0
2020-04-11,Georgia,Stephens County,-23.0,-6.0,,,-29.0,1.0
2020-04-11,Georgia,Sumter County,-31.0,-25.0,,,-21.0,1.0
2020-04-11,Georgia,Talbot County,,,-9.0,,-48.0,
2020-04-11,Georgia,Tattnall County,-41.0,-11.0,,,-14.0,
2020-04-11,Georgia,Taylor County,,-7.0,,,-36.0,
2020-04-11,Georgia,Telfair County,-73.0,-15.0,,,-37.0,
2020-04-11,Georgia,Terrell County,-67.0,-23.0,,,-41.0,
2020-04-11,Georgia,Thomas County,-38.0,-3.0,,,-29.0,22.0
2020-04-11,Georgia,Tift County,-43.0,-17.0,,-35.0,-30.0,14.0
2020-04-11,Georgia,Toombs County,-34.0,-6.0,,,-26.0,-2.0
2020-04-11,Georgia,Towns County,-55.0,-15.0,,,-37.0,
2020-04-11,Georgia,Treutlen County,,-17.0,,,-41.0,
2020-04-11,Georgia,Troup County,-35.0,6.0,,-41.0,-40.0,24.0
2020-04-11,Georgia,Turner County,-71.0,8.0,,-46.0,-42.0,
2020-04-11,Georgia,Twiggs County,,,,,-42.0,
2020-04-11,Georgia,Union County,-32.0,-8.0,-10.0,,-33.0,
2020-04-11,Georgia,Upson County,-26.0,-10.0,,,-26.0,-4.0
2020-04-11,Georgia,Walker County,-17.0,20.0,-33.0,,-29.0,20.0
2020-04-11,Georgia,Walton County,-21.0,22.0,,,-33.0,11.0
2020-04-11,Georgia,Ware County,-39.0,-13.0,,,-28.0,11.0
2020-04-11,Georgia,Warren County,,,,,-53.0,
2020-04-11,Georgia,Washington County,-31.0,-34.0,,,-23.0,
2020-04-11,Georgia,Wayne County,-31.0,-15.0,,,-21.0,-2.0
2020-04-11,Georgia,White County,-44.0,-17.0,-28.0,,-36.0,9.0
2020-04-11,Georgia,Whitfield County,-35.0,0.0,6.0,-36.0,-41.0,12.0
2020-04-11,Georgia,Wilcox County,,-6.0,,,-50.0,
2020-04-11,Georgia,Wilkes County,-43.0,-11.0,,,-31.0,
2020-04-11,Georgia,Wilkinson County,,-3.0,,,-46.0,
2020-04-11,Georgia,Worth County,-43.0,-20.0,,,-33.0,
2020-04-11,Hawaii,Total,-55.0,-29.0,-66.0,-74.0,-47.0,18.0
2020-04-11,Hawaii,Hawaii County,-56.0,-34.0,-72.0,-89.0,-42.0,16.0
2020-04-11,Hawaii,Honolulu County,-52.0,-24.0,-62.0,-70.0,-46.0,19.0
2020-04-11,Hawaii,Kauai County,-67.0,-50.0,-73.0,-89.0,-47.0,22.0
2020-04-11,Hawaii,Maui County,-65.0,-37.0,-76.0,-88.0,-54.0,20.0
2020-04-11,Idaho,Total,-40.0,0.0,12.0,-35.0,-34.0,11.0
2020-04-11,Idaho,Ada County,-45.0,-6.0,24.0,-54.0,-40.0,13.0
2020-04-11,Idaho,Bannock County,-44.0,-2.0,-40.0,-44.0,-32.0,11.0
2020-04-11,Idaho,Bear Lake County,-28.0,-17.0,,,-41.0,
2020-04-11,Idaho,Benewah County,-16.0,-6.0,,,-43.0,
2020-04-11,Idaho,Bingham County,-31.0,2.0,,,-24.0,13.0
2020-04-11,Idaho,Blaine County,-84.0,-50.0,,-57.0,-64.0,
2020-04-11,Idaho,Boise County,-57.0,,-12.0,,-50.0,
2020-04-11,Idaho,Bonner County,-32.0,-32.0,-22.0,,-33.0,12.0
2020-04-11,Idaho,Bonneville County,-41.0,-2.0,16.0,-28.0,-28.0,11.0
2020-04-11,Idaho,Boundary County,-29.0,-4.0,,,-25.0,
2020-04-11,Idaho,Canyon County,-36.0,4.0,24.0,-21.0,-32.0,10.0
2020-04-11,Idaho,Caribou County,-53.0,-6.0,,,-29.0,
2020-04-11,Idaho,Cassia County,-7.0,2.0,,,-28.0,0.0
2020-04-11,Idaho,Clearwater County,-54.0,-14.0,,,-21.0,
2020-04-11,Idaho,Elmore County,-28.0,1.0,,-32.0,-24.0,14.0
2020-04-11,Idaho,Franklin County,-3.0,-10.0,,,-20.0,
2020-04-11,Idaho,Fremont County,-64.0,2.0,-38.0,,-22.0,
2020-04-11,Idaho,Gem County,-9.0,1.0,,,-24.0,
2020-04-11,Idaho,Gooding County,-42.0,-4.0,,,-11.0,
2020-04-11,Idaho,Idaho County,-74.0,-15.0,,,-30.0,
2020-04-11,Idaho,Jefferson County,-39.0,-12.0,-62.0,,-26.0,9.0
2020-04-11,Idaho,Jerome County,-5.0,-44.0,,-13.0,-19.0,6.0
2020-04-11,Idaho,Kootenai County,-37.0,4.0,82.0,-13.0,-36.0,10.0
2020-04-11,Idaho,Latah County,-49.0,-22.0,,,-42.0,19.0
2020-04-11,Idaho,Lemhi County,-23.0,-27.0,,,-28.0,
2020-04-11,Idaho,Lincoln County,,,,,-39.0,
2020-04-11,Idaho,Madison County,-44.0,-28.0,,,-45.0,15.0
2020-04-11,Idaho,Minidoka County,-40.0,27.0,,-12.0,-24.0,1.0
2020-04-11,Idaho,Nez Perce County,-36.0,17.0,-24.0,-55.0,-27.0,15.0
2020-04-11,Idaho,Oneida County,,,,,-42.0,
2020-04-11,Idaho,Owyhee County,-30.0,12.0,,,-25.0,
2020-04-11,Idaho,Payette County,-42.0,-5.0,,,-29.0,5.0
2020-04-11,Idaho,Power County,-26.0,-9.0,,,-32.0,
2020-04-11,Idaho,Shoshone County,-28.0,-4.0,,,-29.0,
2020-04-11,Idaho,Teton County,-69.0,-19.0,,,-56.0,
2020-04-11,Idaho,Twin Falls County,-45.0,2.0,-16.0,,-31.0,12.0
2020-04-11,Idaho,Valley County,-84.0,-54.0,-64.0,,-58.0,
2020-04-11,Idaho,Washington County,-17.0,2.0,,,-37.0,
2020-04-11,Illinois,Total,-46.0,-1.0,10.0,-46.0,-38.0,14.0
2020-04-11,Illinois,Adams County,-51.0,-7.0,,-2.0,-29.0,19.0
2020-04-11,Illinois,Alexander County,,,,,-43.0,
2020-04-11,Illinois,Bond County,-39.0,2.0,,-18.0,-18.0,
2020-04-11,Illinois,Boone County,-22.0,-6.0,,-45.0,-39.0,23.0
2020-04-11,Illinois,Bureau County,-36.0,14.0,,,-29.0,3.0
2020-04-11,Illinois,Carroll County,-52.0,14.0,,,-23.0,
2020-04-11,Illinois,Cass County,-17.0,10.0,,,-33.0,
2020-04-11,Illinois,Champaign County,-46.0,-10.0,63.0,-32.0,-37.0,12.0
2020-04-11,Illinois,Christian County,-31.0,-20.0,,,-28.0,9.0
2020-04-11,Illinois,Clark County,-35.0,,,-30.0,-33.0,
2020-04-11,Illinois,Clay County,-33.0,,,,-27.0,
2020-04-11,Illinois,Clinton County,-30.0,-2.0,,,-27.0,14.0
2020-04-11,Illinois,Coles County,-31.0,4.0,,,-31.0,21.0
2020-04-11,Illinois,Cook County,-51.0,-9.0,-6.0,-53.0,-43.0,16.0
2020-04-11,Illinois,Crawford County,-36.0,22.0,,,-23.0,
2020-04-11,Illinois,Cumberland County,-62.0,,,-24.0,-58.0,
2020-04-11,Illinois,De Witt County,-37.0,-23.0,,,-21.0,
2020-04-11,Illinois,DeKalb County,-41.0,21.0,,,-34.0,13.0
2020-04-11,Illinois,Douglas County,-55.0,14.0,,,-30.0,
2020-04-11,Illinois,DuPage County,-54.0,-9.0,30.0,-33.0,-43.0,17.0
2020-04-11,Illinois,Edgar County,-27.0,10.0,,,-21.0,
2020-04-11,Illinois,Edwards County,,,,,-54.0,
2020-04-11,Illinois,Effingham County,-46.0,2.0,,-33.0,-33.0,12.0
2020-04-11,Illinois,Fayette County,-31.0,-10.0,,,-19.0,
2020-04-11,Illinois,Ford County,-51.0,-11.0,,,-24.0,
2020-04-11,Illinois,Franklin County,-25.0,1.0,,-35.0,-25.0,14.0
2020-04-11,Illinois,Fulton County,-33.0,-12.0,,,-28.0,14.0
2020-04-11,Illinois,Gallatin County,,,,,-42.0,
2020-04-11,Illinois,Greene County,-60.0,2.0,,,-36.0,
2020-04-11,Illinois,Grundy County,-30.0,16.0,,-26.0,-31.0,20.0
2020-04-11,Illinois,Hamilton County,-44.0,,,,-45.0,
2020-04-11,Illinois,Hancock County,-37.0,17.0,,,-15.0,
2020-04-11,Illinois,Henderson County,,,,,-38.0,
2020-04-11,Illinois,Henry County,-36.0,2.0,,-45.0,-28.0,19.0
2020-04-11,Illinois,Iroquois County,-31.0,16.0,,-52.0,-18.0,3.0
2020-04-11,Illinois,Jackson County,-53.0,-4.0,8.0,,-34.0,18.0
2020-04-11,Illinois,Jasper County,-54.0,,,,-45.0,
2020-04-11,Illinois,Jefferson County,-45.0,-6.0,,-32.0,-36.0,15.0
2020-04-11,Illinois,Jersey County,-47.0,-24.0,,,-18.0,
2020-04-11,Illinois,Jo Daviess County,-46.0,-2.0,,,-40.0,
2020-04-11,Illinois,Johnson County,-54.0,,-20.0,,-48.0,
2020-04-11,Illinois,Kane County,-49.0,-3.0,74.0,-27.0,-40.0,15.0
2020-04-11,Illinois,Kankakee County,-39.0,12.0,,-29.0,-33.0,11.0
2020-04-11,Illinois,Kendall County,-31.0,-7.0,6.0,,-39.0,16.0
2020-04-11,Illinois,Knox County,-40.0,28.0,,-18.0,-29.0,17.0
2020-04-11,Illinois,LaSalle County,-37.0,33.0,-11.0,-19.0,-33.0,10.0
2020-04-11,Illinois,Lake County,-47.0,0.0,47.0,-48.0,-39.0,15.0
2020-04-11,Illinois,Lawrence County,-25.0,,,,-19.0,
2020-04-11,Illinois,Lee County,-30.0,23.0,,,-22.0,13.0
2020-04-11,Illinois,Livingston County,-30.0,22.0,,,-21.0,16.0
2020-04-11,Illinois,Logan County,-41.0,-21.0,,,-27.0,6.0
2020-04-11,Illinois,Macon County,-35.0,10.0,,-29.0,-29.0,10.0
2020-04-11,Illinois,Macoupin County,-45.0,7.0,,,-29.0,18.0
2020-04-11,Illinois,Madison County,-40.0,9.0,30.0,-22.0,-31.0,12.0
2020-04-11,Illinois,Marion County,-40.0,5.0,,-38.0,-28.0,15.0
2020-04-11,Illinois,Marshall County,-64.0,,,,-48.0,
2020-04-11,Illinois,Mason County,-15.0,35.0,,,-19.0,
2020-04-11,Illinois,Massac County,-46.0,-10.0,,,-32.0,
2020-04-11,Illinois,McDonough County,-45.0,-9.0,,,-24.0,0.0
2020-04-11,Illinois,McHenry County,-42.0,3.0,70.0,-56.0,-37.0,14.0
2020-04-11,Illinois,McLean County,-48.0,-1.0,59.0,-31.0,-35.0,12.0
2020-04-11,Illinois,Menard County,-61.0,,,,-46.0,
2020-04-11,Illinois,Mercer County,-31.0,,,,-24.0,
2020-04-11,Illinois,Monroe County,-40.0,-31.0,,,-32.0,16.0
2020-04-11,Illinois,Montgomery County,-38.0,-6.0,,,-19.0,1.0
2020-04-11,Illinois,Morgan County,-30.0,7.0,,-31.0,-29.0,6.0
2020-04-11,Illinois,Moultrie County,-56.0,,,,-28.0,
2020-04-11,Illinois,Ogle County,-44.0,4.0,,,-26.0,20.0
2020-04-11,Illinois,Peoria County,-46.0,17.0,23.0,-24.0,-32.0,11.0
2020-04-11,Illinois,Perry County,-45.0,-5.0,,,-30.0,
2020-04-11,Illinois,Piatt County,-48.0,,,,-22.0,
2020-04-11,Illinois,Pike County,-23.0,-6.0,,,-29.0,
2020-04-11,Illinois,Pulaski County,,,,,-57.0,
2020-04-11,Illinois,Putnam County,,,,,-45.0,
2020-04-11,Illinois,Randolph County,-25.0,4.0,,,-18.0,10.0
2020-04-11,Illinois,Richland County,-40.0,-2.0,,,-21.0,
2020-04-11,Illinois,Rock Island County,-45.0,25.0,-31.0,-35.0,-34.0,13.0
2020-04-11,Illinois,Saline County,-18.0,2.0,,,-19.0,
2020-04-11,Illinois,Sangamon County,-46.0,1.0,46.0,-31.0,-35.0,12.0
2020-04-11,Illinois,Schuyler County,-55.0,,,,-37.0,
2020-04-11,Illinois,Shelby County,-26.0,,,,-25.0,
2020-04-11,Illinois,St. Clair County,-48.0,3.0,31.0,-27.0,-35.0,13.0
2020-04-11,Illinois,Stark County,,,,,-41.0,
2020-04-11,Illinois,Stephenson County,-33.0,4.0,,,-22.0,19.0
2020-04-11,Illinois,Tazewell County,-36.0,18.0,-4.0,,-31.0,11.0
2020-04-11,Illinois,Union County,-24.0,-10.0,,,-25.0,
2020-04-11,Illinois,Vermilion County,-26.0,15.0,,-28.0,-27.0,8.0
2020-04-11,Illinois,Wabash County,-50.0,-19.0,,,-34.0,
2020-04-11,Illinois,Warren County,-19.0,10.0,,,-36.0,
2020-04-11,Illinois,Washington County,-62.0,-6.0,,,-26.0,
2020-04-11,Illinois,Wayne County,-38.0,9.0,,,-17.0,
2020-04-11,Illinois,White County,-42.0,-7.0,,,-19.0,
2020-04-11,Illinois,Whiteside County,-39.0,12.0,,,-27.0,20.0
2020-04-11,Illinois,Will County,-43.0,1.0,39.0,-21.0,-37.0,15.0
2020-04-11,Illinois,Williamson County,-40.0,-4.0,-45.0,-31.0,-34.0,18.0
2020-04-11,Illinois,Winnebago County,-38.0,14.0,20.0,-31.0,-36.0,11.0
2020-04-11,Illinois,Woodford County,-32.0,10.0,,,-29.0,19.0
2020-04-11,Indiana,Total,-40.0,-2.0,70.0,-29.0,-36.0,12.0
2020-04-11,Indiana,Adams County,-35.0,-29.0,,,-27.0,8.0
2020-04-11,Indiana,Allen County,-48.0,-12.0,76.0,-38.0,-39.0,13.0
2020-04-11,Indiana,Bartholomew County,-49.0,-10.0,23.0,-17.0,-49.0,28.0
2020-04-11,Indiana,Benton County,,,,,-52.0,
2020-04-11,Indiana,Blackford County,-53.0,-7.0,,,-17.0,
2020-04-11,Indiana,Boone County,-39.0,-6.0,,-26.0,-35.0,27.0
2020-04-11,Indiana,Brown County,-70.0,-20.0,,,-39.0,
2020-04-11,Indiana,Carroll County,-7.0,5.0,,,-30.0,
2020-04-11,Indiana,Cass County,-26.0,-3.0,,,-20.0,19.0
2020-04-11,Indiana,Clark County,-48.0,4.0,101.0,-36.0,-36.0,12.0
2020-04-11,Indiana,Clay County,-30.0,-29.0,,-29.0,-39.0,-1.0
2020-04-11,Indiana,Clinton County,-31.0,-9.0,,,-34.0,17.0
2020-04-11,Indiana,Crawford County,-47.0,-16.0,,-42.0,-54.0,
2020-04-11,Indiana,Daviess County,-38.0,5.0,,,-28.0,8.0
2020-04-11,Indiana,DeKalb County,-40.0,-5.0,,,-37.0,20.0
2020-04-11,Indiana,Dearborn County,-42.0,-14.0,,,-44.0,24.0
2020-04-11,Indiana,Decatur County,-53.0,-46.0,,-35.0,-44.0,11.0
2020-04-11,Indiana,Delaware County,-42.0,-7.0,,-4.0,-33.0,10.0
2020-04-11,Indiana,Dubois County,-47.0,-14.0,,,-49.0,23.0
2020-04-11,Indiana,Elkhart County,-32.0,-5.0,23.0,-20.0,-40.0,11.0
2020-04-11,Indiana,Fayette County,-27.0,-16.0,,,-26.0,6.0
2020-04-11,Indiana,Floyd County,-40.0,-4.0,,,-38.0,23.0
2020-04-11,Indiana,Fountain County,-47.0,0.0,,,-31.0,
2020-04-11,Indiana,Franklin County,-38.0,-32.0,,,-33.0,
2020-04-11,Indiana,Fulton County,-21.0,-10.0,,-46.0,-35.0,
2020-04-11,Indiana,Gibson County,-27.0,-4.0,,-46.0,-26.0,11.0
2020-04-11,Indiana,Grant County,-28.0,8.0,,-32.0,-24.0,8.0
2020-04-11,Indiana,Greene County,-40.0,-15.0,,,-29.0,5.0
2020-04-11,Indiana,Hamilton County,-51.0,-8.0,111.0,,-42.0,14.0
2020-04-11,Indiana,Hancock County,-39.0,33.0,,-24.0,-33.0,23.0
2020-04-11,Indiana,Harrison County,-40.0,0.0,,,-30.0,19.0
2020-04-11,Indiana,Hendricks County,-36.0,-1.0,-13.0,-24.0,-34.0,13.0
2020-04-11,Indiana,Henry County,-25.0,-1.0,,-28.0,-31.0,23.0
2020-04-11,Indiana,Howard County,-42.0,-3.0,,,-41.0,11.0
2020-04-11,Indiana,Huntington County,-33.0,-18.0,,-46.0,-27.0,18.0
2020-04-11,Indiana,Jackson County,-26.0,-45.0,,-23.0,-44.0,25.0
2020-04-11,Indiana,Jasper County,-24.0,-3.0,,-21.0,-26.0,14.0
2020-04-11,Indiana,Jay County,-43.0,-20.0,,,-20.0,
2020-04-11,Indiana,Jefferson County,-31.0,-7.0,,,-26.0,14.0
2020-04-11,Indiana,Jennings County,-43.0,-14.0,,,-41.0,12.0
2020-04-11,Indiana,Johnson County,-46.0,3.0,0.0,-26.0,-37.0,12.0
2020-04-11,Indiana,Knox County,-34.0,-5.0,,,-31.0,14.0
2020-04-11,Indiana,Kosciusko County,-39.0,-2.0,,,-36.0,26.0
2020-04-11,Indiana,LaGrange County,-62.0,-6.0,-8.0,-41.0,-25.0,9.0
