Date,State,Region,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplaces,Residential
2020-04-11,Virginia,Fredericksburg,-50.0,-24.0,10.0,-64.0,-38.0,0.0
2020-04-11,Virginia,Galax,-27.0,12.0,,,-44.0,
2020-04-11,Virginia,Giles County,-26.0,16.0,,,-15.0,
2020-04-11,Virginia,Gloucester County,-24.0,-8.0,,,-22.0,18.0
2020-04-11,Virginia,Goochland County,-44.0,-23.0,,,-23.0,
2020-04-11,Virginia,Grayson County,,,,,-39.0,
2020-04-11,Virginia,Greene County,-18.0,-18.0,,,-29.0,
2020-04-11,Virginia,Greensville County,,,,-42.0,-37.0,
2020-04-11,Virginia,Halifax County,-20.0,-7.0,,,-24.0,12.0
2020-04-11,Virginia,Hampton,-36.0,6.0,49.0,-5.0,-34.0,12.0
2020-04-11,Virginia,Hanover County,-34.0,-14.0,,-30.0,-31.0,23.0
2020-04-11,Virginia,Harrisonburg,-52.0,-26.0,,-31.0,-46.0,22.0
2020-04-11,Virginia,Henrico County,-44.0,-16.0,36.0,-69.0,-38.0,13.0
2020-04-11,Virginia,Henry County,-20.0,3.0,,,-26.0,17.0
2020-04-11,Virginia,Hopewell,-19.0,0.0,,,-28.0,11.0
2020-04-11,Virginia,Isle of Wight County,-25.0,9.0,,,-24.0,20.0
2020-04-11,Virginia,James City County,-59.0,1.0,-2.0,,-43.0,22.0
2020-04-11,Virginia,King George County,-38.0,-18.0,,-33.0,-30.0,0.0
2020-04-11,Virginia,King William County,-24.0,3.0,,,-22.0,
2020-04-11,Virginia,King and Queen County,,,,,-37.0,
2020-04-11,Virginia,Lancaster County,-23.0,6.0,,,-29.0,
2020-04-11,Virginia,Lee County,-34.0,10.0,,,-16.0,
2020-04-11,Virginia,Lexington,-55.0,-21.0,,,,
2020-04-11,Virginia,Loudoun County,-49.0,-13.0,-16.0,-82.0,-44.0,17.0
2020-04-11,Virginia,Louisa County,-16.0,-6.0,,,-25.0,18.0
2020-04-11,Virginia,Lunenburg County,,-4.0,,,-36.0,
2020-04-11,Virginia,Lynchburg,-46.0,-9.0,,9.0,-39.0,19.0
2020-04-11,Virginia,Madison County,-48.0,-27.0,,,-44.0,
2020-04-11,Virginia,Manassas,-35.0,-2.0,,-56.0,-35.0,25.0
2020-04-11,Virginia,Manassas Park,-60.0,-11.0,,,-39.0,
2020-04-11,Virginia,Martinsville,-38.0,8.0,,,-22.0,
2020-04-11,Virginia,Mathews County,-62.0,2.0,,,-38.0,
2020-04-11,Virginia,Mecklenburg County,-22.0,4.0,4.0,-38.0,-20.0,5.0
2020-04-11,Virginia,Middlesex County,-43.0,1.0,,,-36.0,
2020-04-11,Virginia,Montgomery County,-52.0,-3.0,,-27.0,-40.0,26.0
2020-04-11,Virginia,Nelson County,-53.0,-3.0,,,-35.0,
2020-04-11,Virginia,New Kent County,-38.0,-10.0,,-36.0,-31.0,
2020-04-11,Virginia,Newport News,-39.0,-5.0,49.0,-26.0,-34.0,11.0
2020-04-11,Virginia,Norfolk,-42.0,-2.0,5.0,-52.0,-35.0,11.0
2020-04-11,Virginia,Northampton County,-32.0,-33.0,,,-14.0,
2020-04-11,Virginia,Northumberland County,-13.0,-17.0,,,-29.0,
2020-04-11,Virginia,Norton,-44.0,,,,,
2020-04-11,Virginia,Nottoway County,-30.0,40.0,,,-16.0,
2020-04-11,Virginia,Orange County,-21.0,4.0,,,-25.0,11.0
2020-04-11,Virginia,Page County,-29.0,-2.0,-29.0,,-33.0,
2020-04-11,Virginia,Patrick County,-20.0,19.0,,,-26.0,
2020-04-11,Virginia,Petersburg,-25.0,-3.0,,-8.0,-24.0,18.0
2020-04-11,Virginia,Pittsylvania County,-14.0,10.0,,,-21.0,17.0
2020-04-11,Virginia,Poquoson,-16.0,-7.0,,,-54.0,
2020-04-11,Virginia,Portsmouth,-17.0,-4.0,12.0,9.0,-30.0,10.0
2020-04-11,Virginia,Powhatan County,-35.0,-32.0,,,-34.0,8.0
2020-04-11,Virginia,Prince Edward County,-34.0,-17.0,,,-31.0,
2020-04-11,Virginia,Prince George County,-25.0,-8.0,,-28.0,-23.0,20.0
2020-04-11,Virginia,Prince William County,-44.0,-18.0,35.0,-40.0,-39.0,16.0
2020-04-11,Virginia,Pulaski County,-16.0,1.0,,,-32.0,15.0
2020-04-11,Virginia,Radford,-65.0,-13.0,,,-33.0,
2020-04-11,Virginia,Rappahannock County,,,,,-37.0,
2020-04-11,Virginia,Richmond,-53.0,-7.0,34.0,-31.0,-39.0,12.0
2020-04-11,Virginia,Richmond County,-25.0,-25.0,,,-33.0,
2020-04-11,Virginia,Roanoke,-45.0,-5.0,6.0,-32.0,-33.0,10.0
2020-04-11,Virginia,Roanoke County,-30.0,-7.0,,,-35.0,11.0
2020-04-11,Virginia,Rockbridge County,-32.0,,,-31.0,-28.0,
2020-04-11,Virginia,Rockingham County,-33.0,-9.0,25.0,-44.0,-31.0,11.0
2020-04-11,Virginia,Russell County,-37.0,-22.0,,,-19.0,
2020-04-11,Virginia,Salem,-30.0,-2.0,,,-30.0,-1.0
2020-04-11,Virginia,Scott County,-24.0,-9.0,,,-26.0,
2020-04-11,Virginia,Shenandoah County,-29.0,-5.0,,-36.0,-37.0,20.0
2020-04-11,Virginia,Smyth County,-30.0,4.0,,-14.0,-15.0,4.0
2020-04-11,Virginia,Southampton County,-44.0,-1.0,,,-15.0,
2020-04-11,Virginia,Spotsylvania County,-41.0,-7.0,,,-33.0,12.0
2020-04-11,Virginia,Stafford County,-26.0,-18.0,54.0,,-35.0,14.0
2020-04-11,Virginia,Staunton,-31.0,-15.0,,,-30.0,0.0
2020-04-11,Virginia,Suffolk,-33.0,1.0,-16.0,10.0,-29.0,11.0
2020-04-11,Virginia,Surry County,,,,,-46.0,
2020-04-11,Virginia,Sussex County,-47.0,22.0,,-52.0,-32.0,
2020-04-11,Virginia,Tazewell County,-14.0,-8.0,,,-18.0,11.0
2020-04-11,Virginia,Virginia Beach,-40.0,-11.0,5.0,-29.0,-37.0,13.0
2020-04-11,Virginia,Warren County,-24.0,-11.0,,,-30.0,21.0
2020-04-11,Virginia,Washington County,-49.0,-9.0,,-33.0,-24.0,18.0
2020-04-11,Virginia,Waynesboro,-34.0,-24.0,,,-28.0,-1.0
2020-04-11,Virginia,Westmoreland County,-41.0,6.0,,,-26.0,
2020-04-11,Virginia,Williamsburg,-72.0,-38.0,,,-47.0,
2020-04-11,Virginia,Winchester,-52.0,-22.0,-67.0,,-36.0,9.0
2020-04-11,Virginia,Wise County,-28.0,-17.0,,,-27.0,6.0
2020-04-11,Virginia,Wythe County,-43.0,-5.0,,-24.0,-23.0,-2.0
2020-04-11,Virginia,York County,-29.0,-7.0,-15.0,,-42.0,26.0
2020-04-11,Washington,Total,-47.0,-10.0,3.0,-50.0,-41.0,14.0
2020-04-11,Washington,Adams County,-38.0,19.0,,-17.0,-31.0,
2020-04-11,Washington,Asotin County,-24.0,,,,-29.0,7.0
2020-04-11,Washington,Benton County,-46.0,-7.0,24.0,-20.0,-36.0,11.0
2020-04-11,Washington,Chelan County,-48.0,-13.0,-21.0,-23.0,-45.0,18.0
2020-04-11,Washington,Clallam County,-37.0,-13.0,3.0,-8.0,-34.0,16.0
2020-04-11,Washington,Clark County,-40.0,-14.0,53.0,-31.0,-38.0,13.0
2020-04-11,Washington,Cowlitz County,-31.0,6.0,28.0,-32.0,-32.0,10.0
2020-04-11,Washington,Douglas County,-54.0,9.0,,-37.0,-39.0,17.0
2020-04-11,Washington,Ferry County,,,,,-38.0,
2020-04-11,Washington,Franklin County,-32.0,-1.0,-16.0,-44.0,-34.0,11.0
2020-04-11,Washington,Grant County,-32.0,8.0,-1.0,-44.0,-28.0,9.0
2020-04-11,Washington,Grays Harbor County,-37.0,-3.0,-9.0,-20.0,-39.0,10.0
2020-04-11,Washington,Island County,-34.0,-16.0,9.0,-45.0,-40.0,20.0
2020-04-11,Washington,Jefferson County,-58.0,-33.0,-8.0,-44.0,-38.0,2.0
2020-04-11,Washington,King County,-59.0,-19.0,-5.0,-63.0,-48.0,17.0
2020-04-11,Washington,Kitsap County,-43.0,-8.0,-10.0,-60.0,-39.0,13.0
2020-04-11,Washington,Kittitas County,-48.0,-7.0,-26.0,-13.0,-47.0,18.0
2020-04-11,Washington,Klickitat County,-50.0,-2.0,,,-34.0,
2020-04-11,Washington,Lewis County,-42.0,0.0,-11.0,-22.0,-30.0,11.0
2020-04-11,Washington,Lincoln County,,,,,-45.0,
2020-04-11,Washington,Mason County,-16.0,-7.0,15.0,,-33.0,17.0
2020-04-11,Washington,Okanogan County,-29.0,7.0,,,-36.0,9.0
2020-04-11,Washington,Pacific County,-41.0,-14.0,-26.0,,-33.0,
2020-04-11,Washington,Pend Oreille County,-57.0,-1.0,,,-38.0,
2020-04-11,Washington,Pierce County,-46.0,-5.0,-2.0,-24.0,-39.0,13.0
2020-04-11,Washington,San Juan County,-82.0,-42.0,,-57.0,-39.0,
2020-04-11,Washington,Skagit County,-42.0,-5.0,28.0,-27.0,-41.0,13.0
2020-04-11,Washington,Skamania County,-65.0,,-38.0,,-45.0,
2020-04-11,Washington,Snohomish County,-46.0,-15.0,18.0,-40.0,-44.0,15.0
2020-04-11,Washington,Spokane County,-40.0,1.0,25.0,-38.0,-36.0,11.0
2020-04-11,Washington,Stevens County,-26.0,1.0,18.0,,-28.0,13.0
2020-04-11,Washington,Thurston County,-45.0,-7.0,-17.0,-29.0,-39.0,13.0
2020-04-11,Washington,Walla Walla County,-39.0,-7.0,,-35.0,-39.0,16.0
2020-04-11,Washington,Whatcom County,-52.0,-20.0,-9.0,-62.0,-43.0,14.0
2020-04-11,Washington,Whitman County,-45.0,-24.0,,,-35.0,21.0
2020-04-11,Washington,Yakima County,-37.0,8.0,-4.0,-28.0,-30.0,10.0
2020-04-11,West Virginia,Total,-38.0,-5.0,12.0,-39.0,-31.0,10.0
2020-04-11,West Virginia,Barbour County,-49.0,-1.0,,,-20.0,
2020-04-11,West Virginia,Berkeley County,-34.0,-6.0,-18.0,-63.0,-32.0,11.0
2020-04-11,West Virginia,Boone County,-40.0,8.0,,,-28.0,
2020-04-11,West Virginia,Braxton County,-41.0,,,-45.0,-47.0,
2020-04-11,West Virginia,Brooke County,-35.0,-4.0,,,-32.0,
2020-04-11,West Virginia,Cabell County,-50.0,-7.0,,-45.0,-37.0,10.0
2020-04-11,West Virginia,Fayette County,-32.0,3.0,,,-30.0,7.0
2020-04-11,West Virginia,Grant County,-46.0,4.0,,,-43.0,
2020-04-11,West Virginia,Greenbrier County,-47.0,-14.0,,,-40.0,0.0
2020-04-11,West Virginia,Hampshire County,-38.0,0.0,,,-28.0,
2020-04-11,West Virginia,Hancock County,-39.0,-27.0,,,-40.0,10.0
2020-04-11,West Virginia,Hardy County,-53.0,-14.0,,,-38.0,
2020-04-11,West Virginia,Harrison County,-45.0,-6.0,-43.0,-62.0,-30.0,20.0
2020-04-11,West Virginia,Jackson County,-29.0,-18.0,,-40.0,-21.0,
2020-04-11,West Virginia,Jefferson County,-33.0,-30.0,-6.0,,-42.0,23.0
2020-04-11,West Virginia,Kanawha County,-43.0,-2.0,-38.0,-43.0,-33.0,11.0
2020-04-11,West Virginia,Lewis County,-39.0,-18.0,,-55.0,-36.0,
2020-04-11,West Virginia,Lincoln County,,,,,-44.0,
2020-04-11,West Virginia,Logan County,-34.0,2.0,,,-27.0,
2020-04-11,West Virginia,Marion County,-37.0,4.0,,,-27.0,21.0
2020-04-11,West Virginia,Marshall County,-35.0,-20.0,,,-30.0,1.0
2020-04-11,West Virginia,Mason County,-39.0,11.0,,,-24.0,
2020-04-11,West Virginia,McDowell County,,13.0,,,-33.0,
2020-04-11,West Virginia,Mercer County,-36.0,3.0,-42.0,-45.0,-26.0,19.0
2020-04-11,West Virginia,Mineral County,-40.0,-4.0,,,-19.0,-2.0
2020-04-11,West Virginia,Mingo County,-63.0,,,,-49.0,
2020-04-11,West Virginia,Monongalia County,-52.0,-19.0,-14.0,-47.0,-39.0,26.0
2020-04-11,West Virginia,Monroe County,,,,,-47.0,
2020-04-11,West Virginia,Morgan County,-32.0,-7.0,,,-33.0,
2020-04-11,West Virginia,Nicholas County,-37.0,7.0,,,-32.0,
2020-04-11,West Virginia,Ohio County,-54.0,14.0,-36.0,-23.0,-37.0,15.0
2020-04-11,West Virginia,Pleasants County,-50.0,,,,-57.0,
2020-04-11,West Virginia,Pocahontas County,-74.0,,-33.0,,-61.0,
2020-04-11,West Virginia,Preston County,-38.0,-16.0,,,-25.0,
2020-04-11,West Virginia,Putnam County,-35.0,-6.0,,-25.0,-35.0,18.0
2020-04-11,West Virginia,Raleigh County,-39.0,-12.0,,-40.0,-28.0,18.0
2020-04-11,West Virginia,Randolph County,-33.0,-1.0,,,-16.0,
2020-04-11,West Virginia,Ritchie County,-26.0,,,,-52.0,
2020-04-11,West Virginia,Roane County,-8.0,,,,-44.0,
2020-04-11,West Virginia,Summers County,14.0,,,,-46.0,
2020-04-11,West Virginia,Taylor County,-18.0,2.0,,,-19.0,
2020-04-11,West Virginia,Tucker County,,-14.0,,,-37.0,
2020-04-11,West Virginia,Tyler County,,,,,-40.0,
2020-04-11,West Virginia,Upshur County,-26.0,-19.0,,,-23.0,
2020-04-11,West Virginia,Wayne County,-3.0,-6.0,,,-30.0,0.0
2020-04-11,West Virginia,Webster County,,,,,-49.0,
2020-04-11,West Virginia,Wetzel County,-42.0,-8.0,,,-22.0,
2020-04-11,West Virginia,Wirt County,,,,,-53.0,
2020-04-11,West Virginia,Wood County,-45.0,-6.0,-6.0,,-26.0,10.0
2020-04-11,West Virginia,Wyoming County,-66.0,,,,-42.0,
2020-04-11,Wisconsin,Total,-47.0,-2.0,67.0,-34.0,-33.0,13.0
2020-04-11,Wisconsin,Adams County,-43.0,1.0,,,-37.0,
2020-04-11,Wisconsin,Ashland County,-38.0,-15.0,,,-24.0,
2020-04-11,Wisconsin,Barron County,-42.0,-5.0,,,-29.0,19.0
2020-04-11,Wisconsin,Bayfield County,-70.0,-28.0,,,-48.0,
2020-04-11,Wisconsin,Brown County,-50.0,-1.0,106.0,-71.0,-36.0,13.0
2020-04-11,Wisconsin,Buffalo County,-48.0,-12.0,,,-33.0,
2020-04-11,Wisconsin,Burnett County,-35.0,0.0,,,-37.0,
2020-04-11,Wisconsin,Calumet County,-64.0,1.0,193.0,,-36.0,27.0
2020-04-11,Wisconsin,Chippewa County,-41.0,9.0,,,-26.0,21.0
2020-04-11,Wisconsin,Clark County,-56.0,-7.0,,,-18.0,17.0
2020-04-11,Wisconsin,Columbia County,-49.0,1.0,,-31.0,-31.0,22.0
2020-04-11,Wisconsin,Crawford County,-33.0,3.0,,,-21.0,
2020-04-11,Wisconsin,Dane County,-63.0,-12.0,42.0,-56.0,-39.0,15.0
2020-04-11,Wisconsin,Dodge County,-31.0,1.0,-9.0,,-28.0,11.0
2020-04-11,Wisconsin,Door County,-48.0,-19.0,,,-29.0,-2.0
2020-04-11,Wisconsin,Douglas County,-41.0,-8.0,,,-32.0,22.0
2020-04-11,Wisconsin,Dunn County,-38.0,-6.0,,-23.0,-22.0,20.0
2020-04-11,Wisconsin,Eau Claire County,-58.0,-10.0,18.0,-9.0,-29.0,12.0
2020-04-11,Wisconsin,Florence County,-73.0,,,,,
2020-04-11,Wisconsin,Fond du Lac County,-44.0,-9.0,72.0,-19.0,-27.0,11.0
2020-04-11,Wisconsin,Forest County,-65.0,,,,-49.0,
2020-04-11,Wisconsin,Grant County,-39.0,12.0,,,-25.0,20.0
2020-04-11,Wisconsin,Green County,-45.0,15.0,,,-28.0,23.0
2020-04-11,Wisconsin,Green Lake County,-23.0,-5.0,,,-22.0,
2020-04-11,Wisconsin,Iowa County,-39.0,3.0,,,-31.0,2.0
2020-04-11,Wisconsin,Iron County,-70.0,,,,-42.0,
2020-04-11,Wisconsin,Jackson County,-64.0,85.0,,-23.0,-29.0,
2020-04-11,Wisconsin,Jefferson County,-42.0,13.0,-11.0,-46.0,-29.0,11.0
2020-04-11,Wisconsin,Juneau County,-53.0,-1.0,,-18.0,-30.0,13.0
2020-04-11,Wisconsin,Kenosha County,-49.0,-6.0,41.0,-41.0,-32.0,12.0
2020-04-11,Wisconsin,Kewaunee County,-51.0,-9.0,,,-29.0,
2020-04-11,Wisconsin,La Crosse County,-53.0,-10.0,72.0,-8.0,-36.0,14.0
2020-04-11,Wisconsin,Lafayette County,-62.0,10.0,,,-25.0,
2020-04-11,Wisconsin,Langlade County,-35.0,-13.0,,,-26.0,
2020-04-11,Wisconsin,Lincoln County,-56.0,18.0,,,-28.0,13.0
2020-04-11,Wisconsin,Manitowoc County,-42.0,3.0,81.0,,-28.0,12.0
2020-04-11,Wisconsin,Marathon County,-51.0,-10.0,11.0,,-32.0,11.0
2020-04-11,Wisconsin,Marinette County,-43.0,-13.0,-15.0,,-27.0,14.0
2020-04-11,Wisconsin,Marquette County,-46.0,5.0,,,-25.0,
2020-04-11,Wisconsin,Milwaukee County,-47.0,-1.0,49.0,-41.0,-36.0,13.0
2020-04-11,Wisconsin,Monroe County,-37.0,-11.0,,-22.0,-29.0,19.0
2020-04-11,Wisconsin,Oconto County,-43.0,1.0,-58.0,,-20.0,16.0
2020-04-11,Wisconsin,Oneida County,-51.0,-22.0,-22.0,,-27.0,18.0
2020-04-11,Wisconsin,Outagamie County,-58.0,-7.0,80.0,-43.0,-35.0,13.0
2020-04-11,Wisconsin,Ozaukee County,-50.0,-10.0,131.0,,-37.0,28.0
2020-04-11,Wisconsin,Pepin County,-36.0,,,,-33.0,
2020-04-11,Wisconsin,Pierce County,-50.0,0.0,,,-33.0,24.0
2020-04-11,Wisconsin,Polk County,-33.0,10.0,86.0,,-32.0,22.0
2020-04-11,Wisconsin,Portage County,-48.0,-5.0,29.0,,-38.0,24.0
2020-04-11,Wisconsin,Price County,-36.0,-19.0,,,-41.0,
2020-04-11,Wisconsin,Racine County,-38.0,0.0,68.0,-13.0,-33.0,12.0
2020-04-11,Wisconsin,Richland County,-35.0,,,,-23.0,
2020-04-11,Wisconsin,Rock County,-41.0,6.0,84.0,-24.0,-33.0,11.0
2020-04-11,Wisconsin,Rusk County,-43.0,-17.0,,,-42.0,
2020-04-11,Wisconsin,Sauk County,-58.0,-1.0,1.0,-36.0,-45.0,23.0
2020-04-11,Wisconsin,Sawyer County,-42.0,-20.0,,,-47.0,
2020-04-11,Wisconsin,Shawano County,-44.0,-2.0,,,-33.0,19.0
2020-04-11,Wisconsin,Sheboygan County,-42.0,8.0,85.0,-4.0,-31.0,14.0
2020-04-11,Wisconsin,St. Croix County,-43.0,-5.0,-38.0,-35.0,-32.0,26.0
2020-04-11,Wisconsin,Taylor County,-35.0,10.0,,,-16.0,
2020-04-11,Wisconsin,Trempealeau County,-54.0,-3.0,,,-24.0,16.0
2020-04-11,Wisconsin,Vernon County,-50.0,-14.0,,,-19.0,4.0
2020-04-11,Wisconsin,Vilas County,-78.0,-26.0,-46.0,,-39.0,
2020-04-11,Wisconsin,Walworth County,-35.0,12.0,54.0,,-34.0,12.0
2020-04-11,Wisconsin,Washburn County,-28.0,-40.0,,,-28.0,
2020-04-11,Wisconsin,Washington County,-34.0,2.0,92.0,-33.0,-32.0,13.0
2020-04-11,Wisconsin,Waukesha County,-48.0,4.0,89.0,-5.0,-35.0,14.0
2020-04-11,Wisconsin,Waupaca County,-31.0,13.0,-25.0,,-24.0,21.0
2020-04-11,Wisconsin,Waushara County,-41.0,7.0,,,-25.0,4.0
2020-04-11,Wisconsin,Winnebago County,-45.0,-1.0,141.0,-20.0,-30.0,12.0
2020-04-11,Wisconsin,Wood County,-33.0,-1.0,,,-25.0,11.0
2020-04-11,Wyoming,Total,-41.0,-2.0,-25.0,-15.0,-30.0,12.0
2020-04-11,Wyoming,Albany County,-40.0,-20.0,-4.0,8.0,-32.0,16.0
2020-04-11,Wyoming,Big Horn County,-37.0,-7.0,,,-34.0,
2020-04-11,Wyoming,Campbell County,-40.0,8.0,,-18.0,-28.0,16.0
2020-04-11,Wyoming,Carbon County,-36.0,-23.0,,-4.0,-27.0,
2020-04-11,Wyoming,Converse County,-42.0,-9.0,,-35.0,-27.0,
2020-04-11,Wyoming,Crook County,,,,,-29.0,
2020-04-11,Wyoming,Fremont County,-32.0,-8.0,,,-31.0,13.0
2020-04-11,Wyoming,Goshen County,-26.0,-13.0,,,-24.0,
2020-04-11,Wyoming,Hot Springs County,-64.0,-20.0,-62.0,,,
2020-04-11,Wyoming,Johnson County,-35.0,-2.0,,,-37.0,
2020-04-11,Wyoming,Laramie County,-38.0,-2.0,23.0,-16.0,-31.0,12.0
2020-04-11,Wyoming,Lincoln County,-51.0,-16.0,,,-27.0,
2020-04-11,Wyoming,Natrona County,-40.0,2.0,22.0,-42.0,-33.0,12.0
2020-04-11,Wyoming,Park County,-50.0,12.0,,,-25.0,5.0
2020-04-11,Wyoming,Platte County,-21.0,-11.0,,-38.0,-31.0,
2020-04-11,Wyoming,Sheridan County,-51.0,5.0,,,-34.0,12.0
2020-04-11,Wyoming,Sublette County,-70.0,-33.0,,,-40.0,
2020-04-11,Wyoming,Sweetwater County,-35.0,13.0,,15.0,-27.0,15.0
2020-04-11,Wyoming,Teton County,-85.0,-53.0,-63.0,-83.0,-66.0,
2020-04-11,Wyoming,Uinta County,-31.0,-11.0,,2.0,-22.0,
2020-04-11,Wyoming,Washakie County,-28.0,-23.0,,,-40.0,
2020-04-11,Wyoming,Weston County,-57.0,-19.0,,,-43.0,
